genus,genus_class,accession,organism_name,named_species,assembly_level,total_length,max_ani_same_genus,align_frac_query_same_genus,closest_training_ref_same_genus,level,cross_genus_leak,keep,max_ani_any_genus,closest_training_ref_any_genus,closest_training_genus_any,audit_ani_same_genus_minaf0,audit_align_frac_minaf0
Lachnospira,63,GCF_000146185.1,Lachnospira eligens ATCC 27750,True,Complete Genome,2831389,95.58,73.12,14207_7_1,L1_strain,0,1,95.58,14207_7_1,Lachnospira,95.58,73.12
Lactobacillus,64,GCF_003151025.1,Lactobacillus kullabergensis,True,Complete Genome,2018944,,,,L2_far,0,1,,,,96.31,0.38
Lactobacillus,64,GCF_009769205.1,Lactobacillus crispatus,True,Complete Genome,2039404,,,,L2_far,0,1,,,,95.9,0.17
Lactobacillus,64,GCF_014656585.1,Lactobacillus kefiranofaciens,True,Complete Genome,2173634,86.95,19.18,GCF_000160855,L2_species,0,1,86.95,GCF_000160855,Lactobacillus,92.51,0.18
Lactobacillus,64,GCF_016647595.1,Lactobacillus ultunensis,True,Complete Genome,2246389,99.96,95.35,GCF_000159415,L0_dup,0,0,99.96,GCF_000159415,Lactobacillus,99.96,95.35
Lactobacillus,64,GCF_019469265.1,Lactobacillus panisapium,True,Complete Genome,2188116,,,,L2_far,0,1,,,,96.16,0.08
Lactobacillus,64,GCF_046109915.1,Lactobacillus helveticus,True,Complete Genome,2120944,98.44,69.17,GCF_000160855,L1_strain,0,1,98.44,GCF_000160855,Lactobacillus,98.44,69.17
Lactobacillus,64,GCF_055502585.1,Lactobacillus kitasatonis,True,Complete Genome,1999355,84.73,15.61,GCF_000160855,L2_species,0,1,84.73,GCF_000160855,Lactobacillus,95.88,0.12
Lactobacillus,64,GCF_947539375.1,Lactobacillus isalae,True,Complete Genome,2119816,88.58,46.79,20427_4_22,L2_species,0,1,88.58,20427_4_22,Lactobacillus,96.99,0.13
Leuconostoc,65,GCF_000014445.1,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293,True,Complete Genome,2075763,98.41,66.97,GCF_000160595,L1_strain,0,1,98.41,GCF_000160595,Leuconostoc,98.41,66.97
Leuconostoc,65,GCF_000092505.1,Leuconostoc kimchii IMSNU 11154,True,Complete Genome,2101787,,,,L2_far,0,1,,,,88.18,4.11
Leuconostoc,65,GCF_000196855.1,Leuconostoc gasicomitatum LMG 18811,True,Complete Genome,1954080,,,,L2_far,0,1,,,,82.57,1.99
Leuconostoc,65,GCF_000298875.1,Leuconostoc gelidum JB7,True,Complete Genome,1893499,,,,L2_far,0,1,,,,83.3,1.64
Leuconostoc,65,GCF_001891125.1,Leuconostoc suionicum,True,Complete Genome,2048833,93.98,60.06,GCF_000160595,L2_species,0,1,93.98,GCF_000160595,Leuconostoc,93.98,60.06
Leuconostoc,65,GCF_007954785.1,Leuconostoc citreum,True,Complete Genome,1903250,,,,L2_far,0,1,,,,87.33,4.31
Leuconostoc,65,GCF_016127255.1,Leuconostoc pseudomesenteroides,True,Complete Genome,2114657,96.9,81.99,20298_2_19,L1_strain,0,1,96.9,20298_2_19,Leuconostoc,96.9,81.99
Leuconostoc,65,GCF_045801155.1,Leuconostoc falkenbergense,True,Complete Genome,2170838,92.71,75.15,20298_2_19,L2_species,0,1,92.71,20298_2_19,Leuconostoc,92.71,75.15
Listeria,66,GCF_000027145.1,Listeria seeligeri serovar 1/2b str. SLCC3954,True,Complete Genome,2797636,84.35,32.36,GCF_000241405,L2_species,0,1,84.35,GCF_000241405,Listeria,84.35,32.36
Listeria,66,GCF_000196035.1,Listeria monocytogenes EGD-e,True,Complete Genome,2944528,89.79,63.64,GCF_000241405,L2_species,0,1,89.79,GCF_000241405,Listeria,89.79,63.64
Listeria,66,GCF_000763515.1,Listeria ivanovii subsp. ivanovii,True,Complete Genome,2919548,84.19,29.42,GCF_000241405,L2_species,0,1,84.19,GCF_000241405,Listeria,84.19,29.42
Listeria,66,GCF_028596125.1,Listeria innocua,True,Complete Genome,2887185,98.75,92.24,GCF_000241405,L1_strain,0,1,98.75,GCF_000241405,Listeria,98.75,92.24
Listeria,66,GCF_031843265.2,Listeria swaminathanii,True,Complete Genome,2848613,89.18,61.29,GCF_000241405,L2_species,0,1,89.18,GCF_000241405,Listeria,89.18,61.29
Listeria,66,GCF_051853115.1,Listeria aquatica,True,Complete Genome,2715857,,,,L2_far,0,1,,,,82.21,0.92
Listeria,66,GCF_900187315.1,Listeria welshimeri,True,Complete Genome,2814137,88.03,56.93,GCF_000241405,L2_species,0,1,88.03,GCF_000241405,Listeria,88.03,56.93
Listeria,66,GCF_900638015.1,Listeria grayi,True,Complete Genome,2751104,,,,L2_far,0,1,,,,83.58,0.8
Marvinbryantia,67,GCF_025148285.1,Marvinbryantia formatexigens DSM 14469,True,Complete Genome,4577574,87.42,19.37,UMGS1329,L2_species,0,1,87.42,UMGS1329,Marvinbryantia,87.42,19.37
Marvinbryantia,67,GCF_047017445.1,Marvinbryantia sp.,False,Scaffold,4181233,99.07,78.5,UMGS1329,L0_dup,0,0,99.07,UMGS1329,Marvinbryantia,99.07,78.5
Massiliomicrobiota,68,GCF_002160725.1,Massilimicrobiota sp. An142,False,Contig,2772711,98.43,73.99,UMGS1038,L1_strain,0,1,98.43,UMGS1038,Massiliomicrobiota,98.43,73.99
Massiliomicrobiota,68,GCF_002160815.1,Massilimicrobiota sp. An134,False,Contig,2558858,98.53,73.39,UMGS1038,L1_strain,0,1,98.53,UMGS1038,Massiliomicrobiota,98.53,73.39
Massiliomicrobiota,68,GCF_012027715.1,Massilimicrobiota sp. SW1139,False,Contig,2302628,97.95,77.75,UMGS1038,L1_strain,0,1,97.95,UMGS1038,Massiliomicrobiota,97.95,77.75
Massiliomicrobiota,68,GCF_055420065.1,Massilimicrobiota sp. mt181,False,Contig,2689029,87.14,26.6,UMGS1038,L2_species,0,1,87.14,UMGS1038,Massiliomicrobiota,87.14,26.6
Megamonas,69,GCF_010669225.1,Megamonas funiformis,True,Complete Genome,2568766,99.99,99.11,GCF_000245775,L0_dup,0,0,99.99,GCF_000245775,Megamonas,99.99,99.11
Megamonas,69,GCF_900187035.1,Megamonas hypermegale,True,Complete Genome,2230342,,,,L2_far,0,1,,,,83.58,6.98
Megasphaera,70,GCF_003010495.1,Megasphaera elsdenii DSM 20460,True,Complete Genome,2478942,90.49,58.38,UMGS14,L2_species,0,1,90.49,UMGS14,Megasphaera,90.49,58.38
Megasphaera,70,GCF_003367905.1,Megasphaera stantonii,True,Complete Genome,2652760,97.4,83.23,13470_2_73,L1_strain,0,1,97.4,13470_2_73,Megasphaera,97.4,83.23
Megasphaera,70,GCF_020181515.1,Megasphaera massiliensis,True,Complete Genome,2610024,96.13,79.64,UMGS163,L1_strain,0,1,96.13,UMGS163,Megasphaera,96.13,79.64
Megasphaera,70,GCF_043520715.1,Megasphaera hexanoica,True,Complete Genome,2882434,98.71,80.16,GCF_900095875,L1_strain,0,1,98.71,GCF_900095875,Megasphaera,98.71,80.16
Megasphaera,70,GCF_050219315.1,Megasphaera sueciensis,True,Complete Genome,2904220,,,,L2_far,0,1,,,,87.68,1.23
Megasphaera,70,GCF_052147965.1,Megasphaera coli,True,Complete Genome,1822736,98.71,87.52,GCF_900095855,L1_strain,0,1,98.71,GCF_900095855,Megasphaera,100.0,0.04
Morganella,71,GCF_006094455.1,Morganella morganii subsp. morganii,True,Complete Genome,3889903,93.73,72.02,UMGS836,L2_species,0,1,93.73,UMGS836,Morganella,93.73,72.02
Negativicoccus,72,GCF_014207605.1,Negativicoccus succinicivorans,True,Scaffold,1405382,97.59,82.05,UMGS760,L1_strain,0,1,97.59,UMGS760,Negativicoccus,97.59,82.05
Neisseria,73,GCF_009671065.1,Neisseria brasiliensis,True,Complete Genome,2617510,,,,L2_far,0,1,,,,80.73,1.98
Neisseria,73,GCF_014055005.1,Neisseria dentiae,True,Complete Genome,2755930,,,,L2_far,0,1,,,,79.52,1.3
Neisseria,73,GCF_014297595.2,Neisseria musculi,True,Complete Genome,2933059,,,,L2_far,0,1,,,,80.6,0.43
Neisseria,73,GCF_014898075.1,Neisseria yangbaofengii,True,Complete Genome,2645607,,,,L2_far,0,1,,,,81.03,2.03
Neisseria,73,GCF_017753665.1,Neisseria sicca,True,Complete Genome,2566407,93.47,55.24,GCF_000220865,L2_species,0,1,93.47,GCF_000220865,Neisseria,93.47,55.24
Neisseria,73,GCF_022749495.1,Neisseria macacae ATCC 33926,True,Complete Genome,2801968,99.99,95.6,GCF_000220865,L0_dup,0,0,99.99,GCF_000220865,Neisseria,99.99,95.6
Neisseria,73,GCF_022870885.1,Neisseria dumasiana,True,Complete Genome,2679563,,,,L2_far,0,1,,,,80.99,1.92
Neisseria,73,GCF_900636765.1,Neisseria canis,True,Complete Genome,2569389,,,,L2_far,0,1,,,,80.29,1.66
Nesterenkonia,74,GCF_007922635.1,Nesterenkonia sp. NBAIMH1,False,Complete Genome,2691978,,,,L2_far,0,1,,,,82.12,1.0
Nesterenkonia,74,GCF_019575955.1,Nesterenkonia pannonica,True,Complete Genome,2699453,,,,L2_far,0,1,,,,83.46,0.81
Odoribacter,75,GCF_900187175.1,Odoribacter splanchnicus,True,Complete Genome,4392177,98.44,75.35,18048_2_90,L1_strain,0,1,98.44,18048_2_90,Odoribacter,98.44,75.35
Olsenella,76,GCF_000143845.1,Olsenella uli DSM 7084,True,Complete Genome,2051896,,,,L2_far,0,1,,,,85.23,1.23
Olsenella,76,GCF_001189515.2,Olsenella sp. oral taxon 807,False,Complete Genome,3213585,,,,L2_far,0,1,,,,83.69,0.26
Oribacterium,77,GCF_000160135.1,Oribacterium sp. oral taxon 078 str. F0262,False,Scaffold,2676554,,,,L2_far,0,1,,,,,
Oribacterium,77,GCF_000238055.2,Oribacterium parvum ACB1,True,Scaffold,2470863,,,,L2_far,0,1,,,,,
Oribacterium,77,GCF_000238075.1,Oribacterium asaccharolyticum ACB7,True,Scaffold,2520584,,,,L2_far,0,1,,,,,
Oribacterium,77,GCF_000701645.1,Oribacterium sp. FC2011,False,Scaffold,4166765,,,,L2_far,0,1,,,,83.03,0.25
Oribacterium,77,GCF_014202695.1,Oribacterium sinus,True,Scaffold,2727810,,,,L2_far,0,1,,,,,
Oribacterium,77,GCF_057249685.1,Oribacterium sp.,False,Scaffold,2743605,,,,L2_far,0,1,,,,,
Oribacterium,77,GCF_057250125.1,Oribacterium sp.,False,Scaffold,2668154,,,,L2_far,0,1,,,,,
Oribacterium,77,GCF_900113415.1,Oribacterium sp. WCC10,False,Scaffold,3642652,,,,L2_far,0,1,,,,82.6,0.35
Oscillibacter,78,GCF_003574015.1,Oscillibacter sp. PEA192,False,Complete Genome,3320462,88.78,20.01,UMGS1987,L2_species,0,1,88.78,UMGS1987,Oscillibacter,88.78,20.01
Oscillibacter,78,GCF_014334055.1,Oscillibacter hominis,True,Chromosome,2823823,,,,L2_far,0,1,,,,83.87,0.39
Oxalobacter,79,GCF_002127965.1,Oxalobacter formigenes,True,Complete Genome,2468871,100.0,97.96,GCF_000158495,L0_dup,0,0,100.0,GCF_000158495,Oxalobacter,100.0,97.96
Oxalobacter,79,GCF_027116475.1,Oxalobacter aliiformigenes,True,Complete Genome,2406724,,,,L2_far,0,1,,,,80.91,9.53
Oxalobacter,79,GCF_027118995.1,Oxalobacter vibrioformis,True,Complete Genome,2606300,,,,L2_far,0,1,,,,97.85,0.09
Paenibacillus,80,GCF_000258535.2,Paenibacillus mucilaginosus K02,True,Complete Genome,8819200,,,,L2_far,0,1,,,,80.9,0.23
Paenibacillus,80,GCF_000758665.1,Paenibacillus borealis,True,Complete Genome,8156808,,,,L2_far,0,1,,,,96.68,0.14
Paenibacillus,80,GCF_000981585.1,Paenibacillus riograndensis SBR5,True,Complete Genome,7919576,,,,L2_far,0,1,,,,96.77,0.14
Paenibacillus,80,GCF_002192415.1,Paenibacillus donghaensis,True,Complete Genome,8542333,,,,L2_far,0,1,,,,83.17,0.21
Paenibacillus,80,GCF_009728935.1,Paenibacillus psychroresistens,True,Complete Genome,8101785,,,,L2_far,0,1,,,,97.61,0.13
Paenibacillus,80,GCF_018604145.1,Paenibacillus agaridevorans,True,Complete Genome,9041977,,,,L2_far,0,1,,,,87.0,0.17
Paenibacillus,80,GCF_046244365.1,Paenibacillus litoralis,True,Complete Genome,8741851,,,,L2_far,0,1,,,,86.06,0.51
Paenibacillus,80,GCF_054515435.1,Paenibacillus chondroitinus,True,Complete Genome,8010791,,,,L2_far,0,1,,,,80.54,0.18
Pantoea,81,GCF_000233595.1,Pantoea ananatis PA13,True,Complete Genome,4867131,,,,L2_far,0,1,,,,86.2,2.59
Pantoea,81,GCF_002101395.1,Pantoea alhagi,True,Complete Genome,4316301,,,,L2_far,0,1,,,,83.16,0.87
Pantoea,81,GCF_004792415.1,Pantoea vagans,True,Complete Genome,4790329,91.11,30.62,UMGS1895,L2_species,0,1,91.11,UMGS1895,Pantoea,91.11,30.62
Pantoea,81,GCF_009646115.1,Pantoea eucalypti,True,Complete Genome,4798990,98.89,49.25,UMGS1895,L1_strain,0,1,98.89,UMGS1895,Pantoea,98.89,49.25
Pantoea,81,GCF_011044475.1,Pantoea stewartii,True,Complete Genome,4982863,,,,L2_far,0,1,,,,86.42,2.91
Pantoea,81,GCF_019048385.1,Pantoea agglomerans,True,Complete Genome,4692018,91.32,32.37,UMGS1895,L2_species,0,1,91.32,UMGS1895,Pantoea,91.32,32.37
Pantoea,81,GCF_019890955.1,Pantoea dispersa,True,Complete Genome,4885065,83.75,13.86,UMGS970,L2_species,0,1,83.75,UMGS970,Pantoea,85.85,2.92
Pantoea,81,GCF_046529425.1,Pantoea allii,True,Complete Genome,5001370,,,,L2_far,0,1,,,,86.04,3.16
Parabacteroides,82,GCF_002257605.1,Parabacteroides sp. CT06,False,Complete Genome,5372666,,,,L2_far,0,1,,,,98.7,0.09
Parabacteroides,82,GCF_018279895.1,Parabacteroides distasonis,True,Complete Genome,5348976,,,,L2_far,0,1,,,,99.04,0.11
Parabacteroides,82,GCF_018289315.1,Parabacteroides merdae,True,Complete Genome,4799513,98.81,77.57,13470_2_67,L1_strain,0,1,98.81,13470_2_67,Parabacteroides,98.81,77.57
Parabacteroides,82,GCF_020091425.1,Parabacteroides goldsteinii,True,Complete Genome,7053599,97.8,74.86,GCF_000969835,L1_strain,0,1,97.8,GCF_000969835,Parabacteroides,97.8,74.86
Parabacteroides,82,GCF_023744375.2,Parabacteroides absconsus,True,Complete Genome,3770817,97.51,66.31,UMGS1064,L1_strain,0,1,97.51,UMGS1064,Parabacteroides,97.51,66.31
Parabacteroides,82,GCF_024759285.1,Parabacteroides faecis,True,Complete Genome,6826483,97.94,67.19,UMGS1137,L1_strain,0,1,97.94,UMGS1137,Parabacteroides,97.94,67.19
Parabacteroides,82,GCF_025151045.1,Parabacteroides johnsonii DSM 18315,True,Complete Genome,4749455,97.02,71.99,21673_4_33,L1_strain,0,1,97.02,21673_4_33,Parabacteroides,97.02,71.99
Parabacteroides,82,GCF_049860805.1,Parabacteroides vesiculifaciens,True,Complete Genome,5161977,87.88,39.02,21673_4_33,L2_species,0,1,87.88,21673_4_33,Parabacteroides,87.88,39.02
Paraprevotella,83,GCF_027923645.1,Paraprevotella clara,True,Complete Genome,4034988,97.76,82.23,GCF_000233955,L1_strain,0,1,97.76,GCF_000233955,Paraprevotella,97.76,82.23
Paraprevotella,83,GCF_900683745.1,Paraprevotella xylaniphila YIT 11841,True,Complete Genome,4125322,98.84,84.36,GCF_000205165,L1_strain,0,1,98.84,GCF_000205165,Paraprevotella,98.84,84.36
Pediococcus,84,GCF_000014505.1,Pediococcus pentosaceus ATCC 25745,True,Complete Genome,1832387,,,,L2_far,0,1,,,,84.12,2.61
Pediococcus,84,GCF_001611155.1,Pediococcus damnosus,True,Complete Genome,2173661,,,,L2_far,0,1,,,,82.62,0.47
Pediococcus,84,GCF_001702215.1,Pediococcus claussenii,True,Complete Genome,1950035,,,,L2_far,0,1,,,,85.04,1.01
Pediococcus,84,GCF_016127815.1,Pediococcus acidilactici,True,Complete Genome,2068296,97.34,81.1,GCF_000146325,L1_strain,0,1,97.34,GCF_000146325,Pediococcus,97.34,81.1
Pediococcus,84,GCF_034049535.1,Pediococcus inopinatus,True,Complete Genome,2090142,,,,L2_far,0,1,,,,82.9,0.55
Pediococcus,84,GCF_047220215.1,Pediococcus siamensis,True,Complete Genome,2298821,,,,L2_far,0,1,,,,83.04,0.79
Pediococcus,84,GCF_964062635.1,Pediococcus ethanolidurans,True,Complete Genome,2228266,,,,L2_far,0,1,,,,84.99,0.87
Pediococcus,84,GCF_964063155.1,Pediococcus parvulus,True,Complete Genome,2163309,,,,L2_far,0,1,,,,80.94,0.59
Pelosinus,85,GCF_000271665.2,Pelosinus fermentans JBW45,True,Complete Genome,5380816,,,,L2_far,0,1,,,,82.41,0.08
Pelosinus,85,GCF_000725345.1,Pelosinus sp. UFO1,False,Complete Genome,5115410,,,,L2_far,0,1,,,,,
Peptoniphilus,86,GCF_016726485.1,Peptoniphilus harei,True,Complete Genome,1929566,96.91,79.17,UMGS44,L1_strain,0,1,96.91,UMGS44,Peptoniphilus,96.91,79.17
Peptoniphilus,86,GCF_023614525.1,Peptoniphilus genitalis,True,Complete Genome,1917962,96.3,84.65,20298_3_36,L1_strain,0,1,96.3,20298_3_36,Peptoniphilus,96.3,84.65
Peptoniphilus,86,GCF_027921445.1,Peptoniphilus equinus,True,Complete Genome,1709189,,,,L2_far,0,1,,,,96.68,0.31
Peptoniphilus,86,GCF_045348795.1,Peptoniphilus lacrimalis,True,Complete Genome,1675552,,,,L2_far,0,1,,,,95.92,4.07
Peptostreptococcus,87,GCF_027125355.1,Peptostreptococcus equinus,True,Complete Genome,1995029,,,,L2_far,0,1,,,,80.78,0.28
Peptostreptococcus,87,GCF_050780165.1,Peptostreptococcus anaerobius,True,Complete Genome,2151941,,,,L2_far,0,1,,,,81.13,0.46
Peptostreptococcus,87,GCF_055394155.1,Peptostreptococcus porci,True,Complete Genome,2386046,,,,L2_far,0,1,,,,77.91,0.04
Phascolarctobacterium,88,GCF_003945365.1,Phascolarctobacterium faecium,True,Complete Genome,2454371,98.88,82.15,UMGS470,L1_strain,0,1,98.88,UMGS470,Phascolarctobacterium,98.88,82.15
Phascolarctobacterium,88,GCF_017968825.1,Phascolarctobacterium sp. Marseille-Q4147,False,Chromosome,2385942,,,,L2_far,0,1,,,,87.84,0.31
Phascolarctobacterium,88,GCF_023497905.1,Phascolarctobacterium succinatutens,True,Chromosome,2345971,,,,L2_far,0,1,,,,87.64,0.41
Phyllobacterium,89,GCF_002764115.1,Phyllobacterium zundukense,True,Complete Genome,6208009,,,,L2_far,0,1,,,,81.36,5.81
Phyllobacterium,89,GCF_014189505.1,Phyllobacterium sp. 628,False,Complete Genome,5254435,82.99,17.61,UMGS170,L2_species,0,1,82.99,UMGS170,Phyllobacterium,82.99,17.61
Phyllobacterium,89,GCF_020730965.2,Phyllobacterium pellucidum,True,Complete Genome,3872269,,,,L2_far,0,1,,,,80.73,5.58
Phyllobacterium,89,GCF_020731415.3,Phyllobacterium meliloti,True,Complete Genome,5074034,84.43,27.21,UMGS170,L2_species,0,1,84.43,UMGS170,Phyllobacterium,84.43,27.21
Phyllobacterium,89,GCF_025452215.1,Phyllobacterium sp. A18/5-2,False,Complete Genome,5805043,,,,L2_far,0,1,,,,80.58,4.34
Phyllobacterium,89,GCF_054796155.1,Phyllobacterium sp. K27,False,Complete Genome,5316853,,,,L2_far,0,1,,,,81.19,1.36
Phyllobacterium,89,GCF_055378485.1,Phyllobacterium sp. T2-21,False,Complete Genome,5660647,96.99,79.98,UMGS170,L1_strain,0,1,96.99,UMGS170,Phyllobacterium,96.99,79.98
Porphyromonas,90,GCF_000010505.1,Porphyromonas gingivalis ATCC 33277,True,Complete Genome,2354886,,,,L2_far,0,1,,,,95.48,0.13
Porphyromonas,90,GCF_000212375.1,Porphyromonas asaccharolytica DSM 20707,True,Complete Genome,2186370,94.85,29.69,UMGS2040,L2_species,0,1,94.85,UMGS2040,Porphyromonas,99.53,0.19
Porphyromonas,90,GCF_020097375.1,Porphyromonas endodontalis,True,Complete Genome,2102930,,,,L2_far,0,1,,,,97.89,0.1
Porphyromonas,90,GCF_022845615.1,Porphyromonas somerae,True,Complete Genome,2727503,97.33,63.69,UMGS713,L1_strain,0,1,97.33,UMGS713,Porphyromonas,97.56,0.2
Porphyromonas,90,GCF_036320655.1,Porphyromonas pogonae,True,Complete Genome,2916423,,,,L2_far,0,1,,,,95.78,0.08
Porphyromonas,90,GCF_055384205.1,Porphyromonas gingivicanis,True,Complete Genome,2085170,,,,L2_far,0,1,,,,,
Porphyromonas,90,GCF_900476255.1,Porphyromonas crevioricanis,True,Complete Genome,2133352,,,,L2_far,0,1,,,,,
Porphyromonas,90,GCF_900638305.1,Porphyromonas cangingivalis,True,Complete Genome,2404857,,,,L2_far,0,1,,,,83.65,0.17
Prevotella,91,GCF_002849795.1,Prevotella jejuni,True,Complete Genome,3913006,,,,L2_far,0,1,,,,97.33,0.02
Prevotella,91,GCF_002998535.1,Prevotella heparinolytica,True,Complete Genome,3608975,,,,L2_far,0,1,,,,97.78,0.02
Prevotella,91,GCF_017347605.1,Prevotella herbatica,True,Complete Genome,3524789,,,,L2_far,0,1,,,,96.65,0.03
Prevotella,91,GCF_018127765.1,Prevotella veroralis,True,Complete Genome,2990547,,,,L2_far,0,1,,,,95.17,0.08
Prevotella,91,GCF_018127825.1,Prevotella nigrescens,True,Complete Genome,2887107,,,,L2_far,0,1,,,,100.0,0.11
Prevotella,91,GCF_022024115.1,Prevotella communis,True,Complete Genome,3567699,,,,L2_far,0,1,,,,98.98,0.04
Prevotella,91,GCF_055381405.1,Prevotella mikamonis,True,Complete Genome,2948037,,,,L2_far,0,1,,,,100.0,0.06
Prevotella,91,GCF_055385135.1,Prevotella histicola,True,Complete Genome,2989316,,,,L2_far,0,1,,,,100.0,0.31
Propionibacterium,92,GCF_000940845.1,Propionibacterium freudenreichii subsp. freudenreichii,True,Complete Genome,2649166,,,,L2_far,1,0,98.97,20298_2_29,Propionimicrobium,97.95,0.06
Propionibacterium,92,GCF_003798325.1,Propionibacterium acidifaciens,True,Complete Genome,3072768,,,,L2_far,0,1,,,,81.11,0.19
Propionibacterium,92,GCF_900637915.1,Propionibacterium australiense,True,Complete Genome,3044331,,,,L2_far,0,1,,,,97.95,0.05
Propionimicrobium,93,GCF_030286045.1,Propionimicrobium sp. PCR01-08-3,False,Complete Genome,3289007,,,,L2_far,0,1,,,,80.78,0.41
Propionimicrobium,93,GCF_055521855.1,Propionimicrobium lymphophilum,True,Complete Genome,2226193,,,,L2_far,0,1,,,,93.63,0.2
Proteus,94,GCF_000069965.1,Proteus mirabilis HI4320,True,Complete Genome,4099895,98.97,87.51,GCF_000297815,L1_strain,0,1,98.97,GCF_000297815,Proteus,98.97,87.51
Proteus,94,GCF_004116975.1,Proteus hauseri,True,Complete Genome,3930735,83.14,20.39,GCF_000297815,L2_species,0,1,83.14,GCF_000297815,Proteus,83.14,20.39
Proteus,94,GCF_009914335.1,Proteus columbae,True,Complete Genome,4114477,84.5,26.21,GCF_000297815,L2_species,0,1,84.5,GCF_000297815,Proteus,84.5,26.21
Proteus,94,GCF_011045835.1,Proteus terrae subsp. cibarius,True,Complete Genome,4118748,84.41,25.93,GCF_000297815,L2_species,0,1,84.41,GCF_000297815,Proteus,84.41,25.93
Proteus,94,GCF_022369495.1,Proteus penneri,True,Complete Genome,4023090,84.46,26.91,GCF_000297815,L2_species,0,1,84.46,GCF_000297815,Proteus,84.46,26.91
Proteus,94,GCF_025200655.1,Proteus vulgaris,True,Complete Genome,4035522,83.7,23.42,GCF_000297815,L2_species,0,1,83.7,GCF_000297815,Proteus,83.7,23.42
Proteus,94,GCF_030271835.1,Proteus appendicitidis,True,Complete Genome,4105600,84.18,23.88,GCF_000297815,L2_species,0,1,84.18,GCF_000297815,Proteus,84.18,23.88
Proteus,94,GCF_038825855.1,Proteus faecis,True,Complete Genome,3882378,84.23,25.63,GCF_000297815,L2_species,0,1,84.23,GCF_000297815,Proteus,84.23,25.63
Providencia,95,GCF_016618195.1,Providencia manganoxydans,True,Complete Genome,4342370,,,,L2_far,0,1,,,,83.03,14.9
Providencia,95,GCF_019048105.1,Providencia rettgeri,True,Complete Genome,4641942,91.77,71.59,GCF_000158055,L2_species,0,1,91.77,GCF_000158055,Providencia,91.77,71.59
Providencia,95,GCF_029193595.2,Providencia hangzhouensis,True,Complete Genome,4598023,98.66,90.01,GCF_000158055,L1_strain,0,1,98.66,GCF_000158055,Providencia,98.66,90.01
Providencia,95,GCF_035747985.1,Providencia stuartii,True,Complete Genome,4487528,99.22,89.83,GCF_000154865,L0_dup,0,0,99.22,GCF_000154865,Providencia,99.22,89.83
Providencia,95,GCF_036898185.1,Providencia huaxiensis,True,Complete Genome,4641436,91.86,72.15,GCF_000158055,L2_species,0,1,91.86,GCF_000158055,Providencia,91.86,72.15
Providencia,95,GCF_041953405.1,Providencia xihuensis,True,Complete Genome,4453698,84.38,23.21,GCF_000158055,L2_species,0,1,84.38,GCF_000158055,Providencia,84.38,23.21
Providencia,95,GCF_041953975.1,Providencia zhejiangensis,True,Complete Genome,4330635,84.97,29.46,GCF_000154865,L2_species,0,1,84.97,GCF_000154865,Providencia,84.97,29.46
Providencia,95,GCF_900475855.1,Providencia heimbachae,True,Complete Genome,4286000,,,,L2_far,0,1,,,,82.79,5.51
Pseudobutyrivibrio,96,GCF_008935055.1,Pseudobutyrivibrio xylanivorans,True,Complete Genome,3584491,,,,L2_far,0,1,,,,,
Pseudobutyrivibrio,96,GCF_054977415.1,Pseudobutyrivibrio ruminis,True,Complete Genome,2947984,,,,L2_far,0,1,,,,81.9,0.21
Pseudomonas,97,GCF_001586155.1,Pseudomonas citronellolis,True,Complete Genome,6951444,84.37,16.87,GCF_000233495,L2_species,0,1,84.37,GCF_000233495,Pseudomonas,84.37,16.87
Pseudomonas,97,GCF_003850565.1,Pseudomonas sessilinigenes,True,Complete Genome,6896611,,,,L2_far,0,1,,,,84.54,2.73
Pseudomonas,97,GCF_014268755.2,Pseudomonas vanderleydeniana,True,Complete Genome,7026924,,,,L2_far,0,1,,,,84.76,3.69
Pseudomonas,97,GCF_024296925.1,Pseudomonas nunensis,True,Complete Genome,7328926,,,,L2_far,0,1,,,,84.3,1.88
Pseudomonas,97,GCF_042015035.1,Pseudomonas gorinensis,True,Complete Genome,7080597,,,,L2_far,0,1,,,,83.9,2.4
Pseudomonas,97,GCF_045037875.1,Pseudomonas petroselini,True,Complete Genome,6936857,,,,L2_far,0,1,,,,83.71,1.98
Pseudomonas,97,GCF_047758675.1,Pseudomonas arabinosi,True,Complete Genome,6932784,,,,L2_far,0,1,,,,84.14,1.7
Pseudomonas,97,GCF_965119365.1,Pseudomonas medicaginis,True,Complete Genome,7118414,,,,L2_far,0,1,,,,84.94,0.5
Ralstonia,98,GCF_000954135.1,Ralstonia mannitolilytica,True,Complete Genome,5072301,88.21,49.01,GCF_000227255,L2_species,0,1,88.21,GCF_000227255,Ralstonia,88.21,49.01
Ralstonia,98,GCF_001587155.1,Ralstonia solanacearum,True,Complete Genome,5530249,84.43,22.82,GCF_000227255,L2_species,0,1,84.43,GCF_000227255,Ralstonia,84.43,22.82
Ralstonia,98,GCF_001663855.1,Ralstonia insidiosa,True,Complete Genome,6177004,87.34,37.36,GCF_000227255,L2_species,0,1,87.34,GCF_000227255,Ralstonia,87.34,37.36
Ralstonia,98,GCF_018243235.1,Ralstonia nicotianae,True,Complete Genome,5613239,84.51,23.23,GCF_000227255,L2_species,0,1,84.51,GCF_000227255,Ralstonia,84.51,23.23
