species_class,species_name,genus_class,genus_name,reference_type
747,UMGS1674,91,Prevotella,MAG
754,UMGS1684,91,Prevotella,MAG
784,UMGS1733,91,Prevotella,MAG
789,UMGS1741,91,Prevotella,MAG
804,UMGS1762,91,Prevotella,MAG
814,UMGS178,91,Prevotella,MAG
819,UMGS1787,91,Prevotella,MAG
827,UMGS1801,91,Prevotella,MAG
857,UMGS1847,91,Prevotella,MAG
896,UMGS1918,91,Prevotella,MAG
904,UMGS1927,91,Prevotella,MAG
906,UMGS1929,91,Prevotella,MAG
919,UMGS1946,91,Prevotella,MAG
933,UMGS1972,91,Prevotella,MAG
935,UMGS1977,91,Prevotella,MAG
949,UMGS1996,91,Prevotella,MAG
970,UMGS2027,91,Prevotella,MAG
975,UMGS2034,91,Prevotella,MAG
989,UMGS2051,91,Prevotella,MAG
1018,UMGS239,91,Prevotella,MAG
1022,UMGS244,91,Prevotella,MAG
1041,UMGS278,91,Prevotella,MAG
1046,UMGS287,91,Prevotella,MAG
1094,UMGS333,91,Prevotella,MAG
1124,UMGS373,91,Prevotella,MAG
1205,UMGS476,91,Prevotella,MAG
1213,UMGS490,91,Prevotella,MAG
1215,UMGS493,91,Prevotella,MAG
1218,UMGS499,91,Prevotella,MAG
1249,UMGS541,91,Prevotella,MAG
1266,UMGS569,91,Prevotella,MAG
1274,UMGS580,91,Prevotella,MAG
1297,UMGS617,91,Prevotella,MAG
1303,UMGS626,91,Prevotella,MAG
1342,UMGS678,91,Prevotella,MAG
1359,UMGS712,91,Prevotella,MAG
1395,UMGS769,91,Prevotella,MAG
1396,UMGS770,91,Prevotella,MAG
1402,UMGS780,91,Prevotella,MAG
1415,UMGS796,91,Prevotella,MAG
1437,UMGS832,91,Prevotella,MAG
1444,UMGS846,91,Prevotella,MAG
1458,UMGS868,91,Prevotella,MAG
1468,UMGS889,91,Prevotella,MAG
1474,UMGS899,91,Prevotella,MAG
1478,UMGS903,91,Prevotella,MAG
1495,UMGS937,91,Prevotella,MAG
1503,UMGS950,91,Prevotella,MAG
1504,UMGS954,91,Prevotella,MAG
1520,UMGS978,91,Prevotella,MAG
92,20298_3_1,92,Propionibacterium,MAG
293,GCF_000413335,92,Propionibacterium,RefSeq assembly
84,20298_2_29,93,Propionimicrobium,MAG
264,GCF_000297815,94,Proteus,RefSeq assembly
149,GCF_000154865,95,Providencia,RefSeq assembly
162,GCF_000156395,95,Providencia,RefSeq assembly
168,GCF_000158055,95,Providencia,RefSeq assembly
306,GCF_000527275,95,Providencia,RefSeq assembly
307,GCF_000527295,95,Providencia,RefSeq assembly
1413,UMGS793,96,Pseudobutyrivibrio,MAG
1465,UMGS881,96,Pseudobutyrivibrio,MAG
241,GCF_000233495,97,Pseudomonas,RefSeq assembly
298,GCF_000478505,97,Pseudomonas,RefSeq assembly
317,GCF_000826105,97,Pseudomonas,RefSeq assembly
836,UMGS1818,97,Pseudomonas,MAG
238,GCF_000227255,98,Ralstonia,RefSeq assembly
644,UMGS151,99,Robinsoniella,MAG
845,UMGS1833,99,Robinsoniella,MAG
1023,UMGS248,99,Robinsoniella,MAG
1036,UMGS271,99,Robinsoniella,MAG
59,14207_7_83,100,Roseburia,MAG
212,GCF_000174195,100,Roseburia,RefSeq assembly
384,UMGS1053,100,Roseburia,MAG
391,UMGS1066,100,Roseburia,MAG
545,UMGS1351,100,Roseburia,MAG
621,UMGS147,100,Roseburia,MAG
651,UMGS1521,100,Roseburia,MAG
660,UMGS1533,100,Roseburia,MAG
801,UMGS1759,100,Roseburia,MAG
828,UMGS1806,100,Roseburia,MAG
969,UMGS2025,100,Roseburia,MAG
1203,UMGS472,100,Roseburia,MAG
1270,UMGS573,100,Roseburia,MAG
1401,UMGS78,100,Roseburia,MAG
1469,UMGS89,100,Roseburia,MAG
1398,UMGS774,101,Rothia,MAG
17,12718_7_51,102,Ruminococcus,MAG
27,13414_6_17,102,Ruminococcus,MAG
56,14207_7_57,102,Ruminococcus,MAG
74,20287_6_22,102,Ruminococcus,MAG
75,20287_6_33,102,Ruminococcus,MAG
118,21673_4_22,102,Ruminococcus,MAG
152,GCF_000155205,102,Ruminococcus,RefSeq assembly
222,GCF_000190355,102,Ruminococcus,RefSeq assembly
227,GCF_000209405,102,Ruminococcus,RefSeq assembly
229,GCF_000210095,102,Ruminococcus,RefSeq assembly
233,GCF_000218385,102,Ruminococcus,RefSeq assembly
234,GCF_000218465,102,Ruminococcus,RefSeq assembly
296,GCF_000468015,102,Ruminococcus,RefSeq assembly
329,GCF_001244405,102,Ruminococcus,RefSeq assembly
337,GCF_001487105,102,Ruminococcus,RefSeq assembly
486,UMGS1243,102,Ruminococcus,MAG
532,UMGS1327,102,Ruminococcus,MAG
548,UMGS1355,102,Ruminococcus,MAG
552,UMGS136,102,Ruminococcus,MAG
554,UMGS1362,102,Ruminococcus,MAG
579,UMGS1413,102,Ruminococcus,MAG
663,UMGS1538,102,Ruminococcus,MAG
702,UMGS1601,102,Ruminococcus,MAG
726,UMGS1641,102,Ruminococcus,MAG
737,UMGS1659,102,Ruminococcus,MAG
740,UMGS1662,102,Ruminococcus,MAG
802,UMGS176,102,Ruminococcus,MAG
811,UMGS1771,102,Ruminococcus,MAG
812,UMGS1778,102,Ruminococcus,MAG
833,UMGS1811,102,Ruminococcus,MAG
840,UMGS1823,102,Ruminococcus,MAG
856,UMGS1846,102,Ruminococcus,MAG
858,UMGS185,102,Ruminococcus,MAG
863,UMGS186,102,Ruminococcus,MAG
869,UMGS1870,102,Ruminococcus,MAG
876,UMGS1882,102,Ruminococcus,MAG
878,UMGS1886,102,Ruminococcus,MAG
880,UMGS1889,102,Ruminococcus,MAG
888,UMGS1903,102,Ruminococcus,MAG
931,UMGS197,102,Ruminococcus,MAG
944,UMGS199,102,Ruminococcus,MAG
952,UMGS200,102,Ruminococcus,MAG
956,UMGS2005,102,Ruminococcus,MAG
1044,UMGS283,102,Ruminococcus,MAG
1101,UMGS340,102,Ruminococcus,MAG
1116,UMGS362,102,Ruminococcus,MAG
1117,UMGS363,102,Ruminococcus,MAG
1130,UMGS38,102,Ruminococcus,MAG
1152,UMGS40,102,Ruminococcus,MAG
1193,UMGS456,102,Ruminococcus,MAG
1223,UMGS505,102,Ruminococcus,MAG
1242,UMGS526,102,Ruminococcus,MAG
1244,UMGS533,102,Ruminococcus,MAG
1245,UMGS536,102,Ruminococcus,MAG
1257,UMGS556,102,Ruminococcus,MAG
1291,UMGS605,102,Ruminococcus,MAG
1320,UMGS646,102,Ruminococcus,MAG
1338,UMGS669,102,Ruminococcus,MAG
1378,UMGS739,102,Ruminococcus,MAG
1391,UMGS761,102,Ruminococcus,MAG
1397,UMGS771,102,Ruminococcus,MAG
1484,UMGS91,102,Ruminococcus,MAG
1490,UMGS923,102,Ruminococcus,MAG
1530,UMGS992,102,Ruminococcus,MAG
1269,UMGS572,103,Sanguibacteroides,MAG
26,13414_6_12,104,Selenomonas,MAG
157,GCF_000155955,104,Selenomonas,RefSeq assembly
530,UMGS1324,104,Selenomonas,MAG
652,UMGS1522,104,Selenomonas,MAG
750,UMGS1678,104,Selenomonas,MAG
262,GCF_000296445,105,Slackia,RefSeq assembly
412,UMGS11,105,Slackia,MAG
728,UMGS1644,105,Slackia,MAG
735,UMGS1653,105,Slackia,MAG
844,UMGS1832,105,Slackia,MAG
916,UMGS1942,105,Slackia,MAG
1178,UMGS437,106,Sneathia,MAG
134,8080_1_80,107,Solobacterium,MAG
144,GCF_000154285,107,Solobacterium,RefSeq assembly
163,GCF_000156655,107,Solobacterium,RefSeq assembly
167,GCF_000157995,107,Solobacterium,RefSeq assembly
206,GCF_000165065,107,Solobacterium,RefSeq assembly
251,GCF_000242175,107,Solobacterium,RefSeq assembly
253,GCF_000242955,107,Solobacterium,RefSeq assembly
271,GCF_000313565,107,Solobacterium,RefSeq assembly
278,GCF_000327285,107,Solobacterium,RefSeq assembly
297,GCF_000469305,107,Solobacterium,RefSeq assembly
356,UMGS1,107,Solobacterium,MAG
367,UMGS1017,107,Solobacterium,MAG
373,UMGS1028,107,Solobacterium,MAG
374,UMGS1029,107,Solobacterium,MAG
433,UMGS1140,107,Solobacterium,MAG
434,UMGS1141,107,Solobacterium,MAG
491,UMGS1255,107,Solobacterium,MAG
569,UMGS1391,107,Solobacterium,MAG
619,UMGS1468,107,Solobacterium,MAG
620,UMGS1469,107,Solobacterium,MAG
786,UMGS1737,107,Solobacterium,MAG
796,UMGS1752,107,Solobacterium,MAG
854,UMGS1844,107,Solobacterium,MAG
907,UMGS193,107,Solobacterium,MAG
914,UMGS1939,107,Solobacterium,MAG
940,UMGS1984,107,Solobacterium,MAG
985,UMGS2048,107,Solobacterium,MAG
986,UMGS2049,107,Solobacterium,MAG
1099,UMGS339,107,Solobacterium,MAG
1118,UMGS367,107,Solobacterium,MAG
1221,UMGS503,107,Solobacterium,MAG
1240,UMGS524,107,Solobacterium,MAG
1350,UMGS695,107,Solobacterium,MAG
1455,UMGS864,107,Solobacterium,MAG
1459,UMGS869,107,Solobacterium,MAG
1466,UMGS886,107,Solobacterium,MAG
1261,UMGS561,108,Sporolactobacillus,MAG
5,12718_7_13,109,Staphylococcus,MAG
9,12718_7_23,109,Staphylococcus,MAG
25,13154_4_43,109,Staphylococcus,MAG
104,20298_3_3,109,Staphylococcus,MAG
286,GCF_000411275,109,Staphylococcus,RefSeq assembly
21,12718_7_70,110,Streptococcus,MAG
22,12718_7_87,110,Streptococcus,MAG
72,18391_1_11,110,Streptococcus,MAG
81,20298_2_10,110,Streptococcus,MAG
87,20298_2_49,110,Streptococcus,MAG
97,20298_3_18,110,Streptococcus,MAG
100,20298_3_24,110,Streptococcus,MAG
101,20298_3_25,110,Streptococcus,MAG
150,GCF_000154985,110,Streptococcus,RefSeq assembly
195,GCF_000161955,110,Streptococcus,RefSeq assembly
218,GCF_000186545,110,Streptococcus,RefSeq assembly
219,GCF_000187265,110,Streptococcus,RefSeq assembly
290,GCF_000411475,110,Streptococcus,RefSeq assembly
352,GCF_900095845,110,Streptococcus,RefSeq assembly
543,UMGS1347,110,Streptococcus,MAG
614,UMGS146,110,Streptococcus,MAG
822,UMGS1794,110,Streptococcus,MAG
971,UMGS2028,110,Streptococcus,MAG
996,UMGS2062,110,Streptococcus,MAG
1241,UMGS525,110,Streptococcus,MAG
1457,UMGS867,110,Streptococcus,MAG
291,GCF_000411495,111,Streptomyces,RefSeq assembly
573,UMGS1403,112,Subdoligranulum,MAG
1204,UMGS475,112,Subdoligranulum,MAG
1414,UMGS795,112,Subdoligranulum,MAG
407,UMGS1092,113,Succinatimonas,MAG
603,UMGS144,113,Succinatimonas,MAG
679,UMGS1560,113,Succinatimonas,MAG
472,UMGS121,114,Succiniclasticum,MAG
478,UMGS1228,114,Succiniclasticum,MAG
1120,UMGS369,114,Succiniclasticum,MAG
1334,UMGS663,114,Succiniclasticum,MAG
140,GCF_000144975,115,Sutterella,RefSeq assembly
217,GCF_000186505,115,Sutterella,RefSeq assembly
257,GCF_000250875,115,Sutterella,RefSeq assembly
263,GCF_000297775,115,Sutterella,RefSeq assembly
325,GCF_001182045,115,Sutterella,RefSeq assembly
450,UMGS117,115,Sutterella,MAG
463,UMGS12,115,Sutterella,MAG
626,UMGS1479,115,Sutterella,MAG
654,UMGS1525,115,Sutterella,MAG
681,UMGS1562,115,Sutterella,MAG
688,UMGS1579,115,Sutterella,MAG
773,UMGS1718,115,Sutterella,MAG
794,UMGS1749,115,Sutterella,MAG
997,UMGS2063,115,Sutterella,MAG
1107,UMGS349,115,Sutterella,MAG
1180,UMGS439,115,Sutterella,MAG
1220,UMGS500,115,Sutterella,MAG
1294,UMGS613,115,Sutterella,MAG
1329,UMGS655,115,Sutterella,MAG
1332,UMGS661,115,Sutterella,MAG
1333,UMGS662,115,Sutterella,MAG
1335,UMGS665,115,Sutterella,MAG
1353,UMGS70,115,Sutterella,MAG
1358,UMGS71,115,Sutterella,MAG
1364,UMGS718,115,Sutterella,MAG
1388,UMGS757,115,Sutterella,MAG
1394,UMGS767,115,Sutterella,MAG
1499,UMGS941,115,Sutterella,MAG
1156,UMGS408,116,Treponema,MAG
1164,UMGS419,116,Treponema,MAG
1423,UMGS805,116,Treponema,MAG
1472,UMGS895,116,Treponema,MAG
203,GCF_000163735,117,Veillonella,RefSeq assembly
292,GCF_000411535,117,Veillonella,RefSeq assembly
479,UMGS1231,117,Veillonella,MAG
481,UMGS1235,117,Veillonella,MAG
494,UMGS1259,117,Veillonella,MAG
516,UMGS1291,117,Veillonella,MAG
519,UMGS13,117,Veillonella,MAG
642,UMGS1506,117,Veillonella,MAG
664,UMGS1539,117,Veillonella,MAG
669,UMGS1547,117,Veillonella,MAG
701,UMGS16,117,Veillonella,MAG
936,UMGS1979,117,Veillonella,MAG
976,UMGS2035,117,Veillonella,MAG
983,UMGS2044,117,Veillonella,MAG
1002,UMGS2074,117,Veillonella,MAG
1304,UMGS627,117,Veillonella,MAG
1339,UMGS672,117,Veillonella,MAG
1384,UMGS749,117,Veillonella,MAG
1418,UMGS8,117,Veillonella,MAG
1434,UMGS823,117,Veillonella,MAG
1475,UMGS9,117,Veillonella,MAG
1507,UMGS958,117,Veillonella,MAG
192,GCF_000160575,118,Weissella,RefSeq assembly
892,UMGS1912,119,Xylanibacter,MAG
1158,UMGS410,119,Xylanibacter,MAG
